doi,title,authors,category,fetch_date,verdict,confidence,super_category,sub_category,reason
10.64898/2026.04.28.721458,Human spinal cord organoids recapitulate developmental and disease-associated oligodendrocyte lineage signatures,"Pio, T.; Bettaiah, M.; Zhao, R.; Wariyar, S. S.; Mouhi, S.; Hill, E. J.; Sloan, S. A.; Brain Organoid Hub,  ; Andersen, J.",cell-biology,2026-05-01,NOT_RELEVANT,HIGH,,,Biological study using organoids and scRNA-seq to investigate oligodendrocyte development and disease; no new method or resource.
10.64898/2026.05.01.722314,Hydrocephalus caused by Katnip deletion is linked to increased ciliogenesis and reduced proliferation of neuroprogenitor cells,"Limerick, A.; Chu, C. Y.; Turner, J. S.; Brautigan, D. L.; Xu, W.; Fu, Z.",cell-biology,2026-05-05,NOT_RELEVANT,HIGH,,,"Biological findings paper on KATNIP's role in ciliopathy and neuroprogenitor proliferation; not a method, tool, or resource."
10.64898/2026.05.02.722362,"IGS38, a lncRNA from the human rDNA intergenic spacer, regulates rRNA transcription by altering rDNA chromatin organisation and activating the transcription machinery","Tariq, K.; Polenkowski, M.; Quin, J.; Sugathan, A.; Isacson, S.; Jakobsson, S.; Enervald, E.; von Euler, A.; Öst, A.; Visa, N.; Östlund Farrants, A.-K.",cell-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Biological mechanism paper reporting lncRNA function in rRNA transcription regulation, not a method or resource."
10.64898/2025.12.19.695360,"Identification, evolutionary history and characteristics of orphan genes in root-knot nematodes","Seckin, E.; Colinet, D.; Bailly-Bechet, M.; Seassau, A.; Bottini, S.; Sarti, E.; Danchin, E. G.",bioinformatics,2026-05-06,NOT_RELEVANT,HIGH,,,"Evolutionary and genomic study of nematode genes; no single-cell method, tool, or resource contribution."
10.1101/2025.05.03.652048,Identity-by-descent captures Shared Environmental Factors at Biobank Scale,"Marsico, F.; Buonaiuto, S.; Amos-Abanyie, E.; Chinthala, L.; Mohammed, A.; Zahr, R.; Regeneron Genetics Center,  ; Rooney, R.; Williams, R. W.; Davis, R. L.; Finkel, T. H.; Brown, C. W.; Vacca, M.; Prins, P.; Colonna, V.",genomics,2026-05-05,NOT_RELEVANT,HIGH,,,Population genetics and epidemiology study using biobank data; not single-cell omics methodology or resource.
10.64898/2026.04.29.721732,Integrated transcriptomic and proteomic analyses identify novel biomarkers of bladder outlet obstruction,"Bigger-Allen, A. A.; Das, B.; Tang, Y.; Costa, K.; Ocampo, G.-L.; Hashemi Gheinani, A.; DiMartino, S.; Kaull, J.; Froehlich, J.; Lee, R. S.; Adam, R.",bioinformatics,2026-05-04,NOT_RELEVANT,HIGH,,,"Application paper reporting biomarkers for bladder obstruction using existing omics methods, not introducing new methods or resources."
10.64898/2026.04.29.721621,Integrating lineage-specific and universal genomic probes illuminates phylogenetic relationships and molecular evolution in Sauvagesieae (Ochnaceae),"Reinales, S.; Forest, F.; Zuntini, A.; Cardoso, D.; Ballen, G. A.; Cardenas, D.; Pirani, J. R.",genomics,2026-05-01,NOT_RELEVANT,HIGH,,,"Phylogenetic application using target capture on plants; no novel single-cell method, tool, or resource."
10.64898/2026.04.28.721429,Interpretable sequence-based machine learning consolidates candidate H3N2 hemagglutinin antigenic sites,"Meyer, A. G.; Santillana, M.",bioinformatics,2026-05-01,NOT_RELEVANT,HIGH,,,"Application of existing ML methods to influenza genomics; no new single-cell method, tool, or resource contribution."
10.64898/2026.04.30.721768,Interpreting Omics Data Analysis with Large Language Models for Disease Target and Drug Discovery,"XU, Z.; Chen, W.; Ren, W.; Xu, T.; Amaechin, S.; Khan, R.; Chen, Y.; Province, M.; Payne, P.; Li, F.",bioinformatics,2026-05-05,NOT_RELEVANT,HIGH,,,Application paper using LLMs and omics data for disease target discovery; no novel single-cell method or resource.
10.64898/2026.04.30.721585,Joint Variable Selection for Omic Biomarkers in Time-to-Event Data,"Bajzik, J.; Depope, A.; Zolfimoselo, Y.; Sharipov, A.; Lesayova, A.; Klein, H.; Richmond, A.; Vernardis, S.; Grauslys, A.; Andrejev, S.; Zelezniak, A.; Ralser, M.; Marioni, R.; Mondelli, M.; Robinson, M. R.",bioinformatics,2026-05-04,NOT_RELEVANT,HIGH,,,Statistical method for survival analysis applied to omics data; no single-cell-specific contribution to scRNA-seq or spatial omics.
10.64898/2026.04.30.720379,KCa3.1 Drives Pro-Fibrotic Activation and Represents a Novel Therapeutic Target in Aortic Stenosis,"Whitfield, M.; Aslam, S.; Goncalves de Sousa, J.; Taveira, D.; McMullan, C.; Ratnasingham, M.; Elliiott, G.; Duffy, S. M.; Craig, N.; Veizades, S.; Sellers, S.; Sherzad, H.; Acharya, M.; Mariscalco, G.; McCann, G. P.; Bradding, P.; Singh, A.; Roach, K. M.",cell-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Biological finding paper using standard cell culture and electrophysiology; no novel single-cell method, tool, or resource."
10.64898/2026.03.25.714182,LMNA Haploinsufficiency in Human iPSC-Derived Cardiac Organoids Reveals Early Fibrotic Signaling as a Therapeutically Targetable Process,"Zuniga, A. N.; Dulce, R. A.; Asensi, K.; Chakraborty, A.; DeRosa, B.; Levitan, P.; Borges, S.; Volonterio, R.; Lopez, M.; Dollar, J.; Yenisehirli, G.; Rodriguez, S.; Schachner, B.; Dykxhoorn, D. M.; Hare, J. M.; Kurtenbach, S.",cell-biology,2026-05-06,NOT_RELEVANT,HIGH,,,Application paper using single-nucleus RNA-seq to investigate LMNA disease biology; the method itself is not a contribution.
10.64898/2026.04.30.721835,LNGCN: A Distance-Aware Dynamics Network for Protein-Protein Interaction Prediction,"Xiao, Y.; Zheng, Y.; Hua, Y.; Peng, J.; Liu, J.; Qu, Y.; Xu, J.; Fu, R.; Qian, Q.; Zhao, M.; Zhang, X.; Zhao, J.; Yao, Y.; Kosar, M.; Ke, Y.; Chi, Y.",bioinformatics,2026-05-04,NOT_RELEVANT,HIGH,,,Protein-protein interaction prediction using deep learning; not a single-cell omics method or tool.
10.64898/2026.02.28.708685,Large-Scale Statistical Dissection of Sequence-Derived Biochemical Features Distinguishing Soluble and Insoluble Proteins,"Vu, N. H. H.; Nguyen Bao, L.",bioinformatics,2026-05-06,NOT_RELEVANT,HIGH,,,"Protein biochemistry study on solubility prediction; no single-cell omics methods, tools, or resources."
10.1101/2025.09.21.677574,Linking Germline Telomere Removal to Global Programmed DNA Elimination in Tetrahymena Genome Differentiation,"Nagao, K.; Lemoine, A.; Noto, T.; Mochizuki, K.",cell-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Biological study of genome differentiation in Tetrahymena; uses standard molecular methods but reports developmental findings, not a method or resource."
10.64898/2026.04.29.721580,Loss of nuclear-cytoplasmic compartmentalization is a hallmark of aging in podocytes,"Hamed, M.; Gao, Y.; Stein, F.; Vijay, G.; Stausberg, T.; Juehlen, R.; Martin, I. V.; Raffetseder, U.; Stamellou, E.; Kramann, R.; Ostendorf, T.; Antonin, W.",cell-biology,2026-05-01,NOT_RELEVANT,HIGH,,,"Biological discovery paper on aging mechanisms in podocytes; uses subcellular proteomics but reports findings, not methods."
10.64898/2026.03.26.714199,MT4-MMP-mediated NRP1 shedding fine-tunes VEGFA signaling dynamics during embryonic brain angiogenesis,"Munoz-Saez, E.; Moracho, N.; Clemente, C.; Cordon-Romero, D.; Jimenez-Montiel, A.; Losa-Fontangordo, M.; Torrillas-de la Cal, R.; Aranda, J. F.; Serini, G.; serrano-saiz, e.; Camafeita, E.; Vazquez, J.; Martinez, F.; Arroyo, A. G.; Sanchez-Camacho, C.",cell-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Biological discovery paper about MT4-MMP function in angiogenesis using standard methods, not a methodological or resource contribution."
10.64898/2026.05.01.722155,Machine learning approaches for the identification and analysis of enterotoxin genes in Staphylococcus aureus genomes,"Uttin, A.; Leggett, R.; Moulton, V.; Dicks, J.",bioinformatics,2026-05-05,NOT_RELEVANT,HIGH,,,"Microbial genomics application paper analyzing Staphylococcus aureus enterotoxin genes, not a single-cell or spatial omics method."
10.64898/2026.04.28.720237,Maternal senescence broadly reprograms gene expression in offspring,"Miller, S. M.; Wylde, Z.; Bonduriansky, R.",genomics,2026-05-01,NOT_RELEVANT,HIGH,,,"Biological finding about maternal senescence effects on offspring gene expression; uses RNA-seq but does not introduce a method, tool, or resource."
10.64898/2026.04.29.721680,"MeiCOfi: Meiotic CrossOver Finder in haploid, diploid, polyploid and hyper-recombinant genomes","Fuentes, R. R.; Fernandes, J. B.; Susanto, T.; Wang, Y.; Underwood, C. J.",bioinformatics,2026-05-04,NOT_RELEVANT,HIGH,,,Tool for meiotic crossover detection in classical genetics and breeding; not applicable to single-cell RNA-seq or related omics.
10.64898/2026.04.30.719914,Mesenchymal stroma cell-derived stem cell factor mediates cross-species compatibility of the hematopoietic stem cell niche.,"Froebel, J.; Rahmig, S.; Metz, J.; Kucinski, I.; Svensson, C.-M.; Reinhardt, S.; Salbach-Hirsch, J.; Coppin, E.; Mende, N.; Henning, N.; Percin, G. I.; Weschenfelder, F.; Koehler, A.; Platz, A.; Gottgens, B.; Rauner, M.; Figge, M. T.; Hoefer, T.; Dahl, A.; Waskow, C.",cell-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Biological findings about HSC niche regulation and cross-species compatibility; uses scRNA-seq as a tool but reports stem cell biology, not a method/resource."
10.64898/2026.04.29.721689,MetaUmbra: Statistically Controlled Genome-Level Presence Inference from Metaproteomic Peptides,"Wu, Q.; Ning, Z.; Zhang, A.; Cheng, K.; Figeys, D.",bioinformatics,2026-05-04,NOT_RELEVANT,HIGH,,,Metaproteomics tool for microbial taxonomy inference; not single-cell omics or related single-cell methods.
10.1101/2025.09.26.678758,Metabolic Trans-Omic Analysis Reveals Key Regulatory Disruption of Energy Metabolism in Alzheimer's Disease,"Katayama, T.; Sugimoto, H.; Morita, K.; Watanabe, H.; Kuroda, S.",systems-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Biological findings paper using existing multi-omic datasets; no new method, tool, technology, or resource contribution."
10.64898/2026.05.01.717695,Metagenomics for bacterial spot pathogen and virulence factor tracking for Ohio fresh market tomato and pepper production,"Toth, H.; Klass, T. L.; Roman-reyna, V.; Rotondo, F.; Francis, D. M.; Rodriguez, M.; Miller, S. A.; Jacobs, J. M.",genomics,2026-05-06,NOT_RELEVANT,HIGH,,,"Application of metagenomic sequencing to pathogen surveillance in plants; biological/agronomic findings, not a scRNA-seq or single-cell omics method."
10.64898/2026.05.01.722230,Mitag4taxa: Extracting SSU rRNA Illumina reads from metagenomes for taxonomic classification,"He, Y.; Du, Y.; Nguyen, L.; Wang, Y.",bioinformatics,2026-05-05,NOT_RELEVANT,HIGH,,,"Metagenomic taxonomic profiling tool for environmental microbiota, not single-cell RNA sequencing or spatial omics."
10.64898/2026.04.30.721890,Mitochondrial uracil DNA glycosylase contributes to nuclear base excision repair,"Lin, Y.-H. T.; Lott, A.; Liu, X.; Abdulbaki, L.; Chen, Y.; Carpenter, M. A.; Harris, R. S.",cell-biology,2026-05-02,NOT_RELEVANT,HIGH,,,"Molecular biology study of UNG enzyme function; not a single-cell method, tool, or resource."
10.64898/2025.12.22.695975,"Molecular insights into Profilin1-dependent regulation of cellular phosphatidylinositol-(4,5)-bisphosphate","Orenberg, A.; Chirumbolo, M.; Eder, I.; Liu, J.-J.; Liu, S.; Gau, D.; Tang, Y.; Rottner, K.; Luo, J.; Hammond, G. R.; Roy, P.",cell-biology,2026-05-05,NOT_RELEVANT,HIGH,,,Biological findings about Profilin1's role in lipid regulation; no novel single-cell method or resource.
10.64898/2026.04.29.721539,Monocyte Migration Emerges from a Divergent Chemokine Signaling Network,"So, S. S.; Lona, A. N.; Pokhrel, R.; Morgan, A. L.; Saltikova, M.; Nguyen, T.; Carretero Chavez, W.; Ngo, T.; Robinson, H. R.; Huang, C.; Devkota, S. R.; Bhusal, R. P.; Drewry, D. H.; Steele, J. R.; Schittenhelm, R. B.; Handel, T. M.; Foster, S. R.; Kufareva, I.; Stone, M. J.",systems-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Biological finding paper using phosphoproteomics to study monocyte migration mechanisms, not a scRNA-seq method or resource."
10.64898/2026.04.28.721370,MorphOTU: A universal image-based framework for delineating biodiversity discovery,"Zhan, Z.; Chen, W.; Liu, X.; Yue, L.; Zhang, F.",bioinformatics,2026-05-01,NOT_RELEVANT,HIGH,,,Computer vision framework for species classification and biodiversity assessment; no single-cell omics methodology or resource.
10.1101/2025.09.23.677621,Multi-omic screening identifies RBMXL3 as a primate-specific RNA-binding protein and candidate regulator of RNA metabolism in human spermatogenesis,"Barszcz, A.; Tutak, K.; Zyprych-Walczak, J.; Dassi, E.; Ilaslan, E.; Dabrowska, M.; Malcher, A.; Olszewska, M.; Cysewski, D.; Nadel, A.; Kolanowski, T.; Madeja, Z. E.; Hrab, M.; Yatsenko, A.; Kurpisz, M.; Warkocki, Z.; Rozwadowska, N.",cell-biology,2026-05-06,NOT_RELEVANT,HIGH,,,"Biological discovery paper investigating RBMXL3 function in spermatogenesis; uses RNA-seq and eCLIP but the contribution is the biological finding, not a method or resource."
10.64898/2026.04.27.720974,Multi-omics Characterization of Duck Embryonic Stem Cells for Cultivated Meat,"Kusters, R.; Mathieu, T.; Kamgang Nzekoue, F.; Manzati, M.; Palma, J.; Chun, B.; Lester, H.",cell-biology,2026-05-01,NOT_RELEVANT,HIGH,,,"Application paper characterizing a specific cell line for cultivated meat using existing omics methods; no novel method, tool, technology, or resource contribution."
10.64898/2026.04.30.721640,Myo1e/f regulate phagocytic podosomes to promote efficient cup closure in macrophages,"Paul, T. C.; Loyd, Y. M.; Chase, S. E.; O'Connor, T. W.; Hobson, C. M.; Lee, R. M.; Vorselen, D.; Krendel, M.",cell-biology,2026-05-01,NOT_RELEVANT,HIGH,,,Application paper studying myosin function in macrophage phagocytosis; uses imaging but no new method/resource.
10.64898/2026.05.01.722228,Near telomere-to-telomere Linum genomes reveal a lineage-specific DNA transposon associated with chromosome architecture remodeling,"You, F. M.; Zheng, C.; Li, P.; Edwards, T.; Walkowiak, S.; He, L.; Xiao, J.; Wang, X.; Cloutier, S.",genomics,2026-05-05,NOT_RELEVANT,HIGH,,,"Plant genomics study reporting evolutionary insights; not a single-cell omics method, tool, or resource."
10.64898/2026.05.02.722390,Nested TAD hierarchy defines cohesion zones on replicated chromosomes,"Takacs, Z.; Mylarshchikov, D.; Kolesnikova, S.; Langer, C. C. H.; Goloborodko, A.; Gerlich, D. W.",genomics,2026-05-04,NOT_RELEVANT,HIGH,,,"Biological finding about genome architecture and cohesin function; no new single-cell method, tool, or resource introduced."
10.64898/2026.05.01.722163,Network topology dictates sequential drug efficacy through bistability-mediated state switching,"Osman, T. O.; Rios, K. I.; Hart, A.; Shin, S.-y.; Nguyen, L. K.",systems-biology,2026-05-05,NOT_RELEVANT,HIGH,,,"Theoretical systems biology study of drug combination efficacy; no single-cell method, tool, or resource contribution."
10.64898/2026.04.30.721983,Network-based analysis of glioblastoma identifies patient communities and cluster-specific biomarkers,"Siminea, N.; Florea, D.; Paun, M.; Paun, A.; Petre, I.",bioinformatics,2026-05-05,NOT_RELEVANT,HIGH,,,"Application paper reporting biological findings about glioblastoma subtypes using existing methods, not a novel method or resource."
10.64898/2026.04.28.721488,Nitrogen adaptation and phenotypic transitions from wild to improved sorghum,"Mahamkali VS, S. s.; Davis, J.; Linders, K.; Schnable, J. C.; Xu, G.; Yang, J.",genomics,2026-05-01,NOT_RELEVANT,HIGH,,,"Population genomics and crop breeding study reporting biological/agronomic findings, not a single-cell method or resource."
10.64898/2026.04.29.721708,Novel mouse reporter models for the detection of genome editing events in vivo,"Snow, K. J.; Saville, E.; Heffner, C.; Gaitan, Y.; Duryea, J.; Davis, T. L.; Bechtel, L.; Hannigan, S.; Low, B. E.; Rossius, J.; Dang, T.; Kulhankova, K.; Cheng, A. X.; Wiles, M. V.; Wurst, W.; McCray, P. B.; Guay, D.; Lutz, C. M.; Bergstrom, D. E.; Kuehn, R.; Murray, S. A.",genomics,2026-05-02,NOT_RELEVANT,HIGH,,,"Application paper reporting development of mouse models for genome editing evaluation, not single-cell omics methods or tools."
10.1101/2024.10.29.620983,Organotypic tissue architecture is a requisite for predictive outcomes of perfluorocarbon exposure in airway models,"Liu, S. W.; Christone, F. O.; Quarrington, R. D.; Roscioli, E.",cell-biology,2026-05-05,NOT_RELEVANT,HIGH,,,"Toxicology/pharmacology application study using standard in vitro models; no new method, technology, or resource contribution."
10.64898/2026.04.28.717272,Oxidative DNA lesions destabilize centromeres and drive chromosome instability,"Thompson, L.; Nassar, R.; Angrisani, A.; Hsiu, O. O. N.; Yang, Y.; Kedziora, K. M.; Muoio, D.; Fachinetti, D.; Stallaert, w.; Fouquerel, E.",cell-biology,2026-05-01,NOT_RELEVANT,HIGH,,,Biological investigation of oxidative DNA damage and centromere fragility; uses single-cell imaging but not scRNA-seq or single-cell omics methods.
10.64898/2026.04.30.721839,"PDBe-SIFTS: an open-source tool for Structure Integration with Function, Taxonomy, and Sequences, featuring improved alignment, scoring scheme, and accelerated search","Bellaiche, A.; Choudhary, P.; Nair, S.; Harrus, D.; Yu, C. W.-H.; Tanweer, S. A.; Evans, G. L.; Lo, S. W.; Martin, M.; Fleming, J. R.; Velankar, S.",bioinformatics,2026-05-04,NOT_RELEVANT,HIGH,,,Protein structure bioinformatics tool unrelated to single-cell RNA-seq or spatial omics methods.
10.64898/2026.04.29.721300,Phosphoproteomics identifies the DYRK1B protein kinase as a regulator of processing bodies,"Ashford, A. L.; Ber, S.; Ems, M. S.; Duncan, E.; Balmanno, K.; Reeves, H.; Huntly, R.; Cassidy, M. A.; Johnston, H. E.; Oxley, D.; Nthiga, T. M.; Johansen, T.; Kluge, M.; Jacob, R.; Lauth, M.; Cook, S. J.",cell-biology,2026-05-01,NOT_RELEVANT,HIGH,,,Phosphoproteomics study reporting biological findings about DYRK1B and processing bodies; not a method or resource.
10.64898/2026.05.01.722241,Photoaged microplastics disrupt endothelial stretch-sensitive ion channels to impair calcium signaling and vascular integrity,"Park, S.-K.; Cho, J. M.; Zhu, E.; Vu, K.; Wang, J.; Zhao, P.; Romero, A. S.; Campen, M. J.; Reddy, S.; Castillo, E. F.; Hsiai, T.",cell-biology,2026-05-05,NOT_RELEVANT,HIGH,,,"Biological findings paper using standard cell biology and zebrafish models; no scRNA-seq, single-cell methods, or analytical tools."
10.64898/2026.05.01.722245,Protocol for measuring endocrine disruptive effects on transcriptional bursting using single-molecule imaging in human breast cancer cells,"Yasar, P.; Day, C. R.; Rodriguez, J.",cell-biology,2026-05-05,NOT_RELEVANT,HIGH,,,Protocol for measuring transcriptional bursting in cancer cells; biological application rather than methodological innovation for single-cell omics.
10.64898/2026.04.28.721484,Quercetin and Fisetin activate circadian clock via RORα and inhibit adipocyte growth,"Xiong, X.; Pangemanan, J.; Kiperman, T.; Sun, Z.; Paul, A.; Yechoor, V.; Ma, K.",cell-biology,2026-05-01,NOT_RELEVANT,HIGH,,,"Application paper reporting biological findings about quercetin/fisetin and metabolism, not a method or resource."
10.64898/2026.05.01.722176,REDUCED-PRECISION STOCHASTIC SIMULATION FOR MATHEMATICAL BIOLOGY,"Kimpson, T.; Flegg, M. B.; Flegg, J. A.",systems-biology,2026-05-06,NOT_RELEVANT,HIGH,,,"General stochastic simulation acceleration paper; no single-cell omics method, tool, or resource contribution."
10.64898/2026.04.29.721743,"Radiant DIA: A Fast, Sensitive, and Accurate Search Engine for Quantitative Proteomics","Just, S.; Cantrell, L. S.; Nichols, A.; Wang, J.; Kis, J.; Mohtashemi, I.; Platt, T.; Farokhzad, O.; Batzoglou, S.",bioinformatics,2026-05-04,NOT_RELEVANT,HIGH,,,Mass spectrometry proteomics search engine; not a single-cell or spatial omics method.
10.64898/2026.04.29.721801,Rapid and dynamic reprogramming within the tumor microenvironment drives EDA-CAR-T dysfunction and compromised therapeutic efficacy in solid tumors,"Redondo-Frutos, R.; Justicia-Lirio, P.; Cervantes-Calleja, M. E.; San Martin-Uriz, P.; Aguirre-Ruiz, P.; Jordana-Urriza, L.; Garnica-Suberviola, M.; Camara-Pena, S.; Alignani, D.; Lopez, A.; Rodriguez-Diaz, S.; Martinez-Turrillas, R.; Gorraiz, M.; Bakirdogen, D.; Pocaterra, A.; Inoges, S.; Lopez-Diaz de Cerio, A.; Algul, H.; Mondino, A.; Hernaez, M.; Lasarte, J. J.; Prosper, F.; Lozano, T.; Rodriguez-Madoz, J. R.",genomics,2026-05-03,NOT_RELEVANT,HIGH,,,"Application paper using scRNA-seq to study CAR-T cell dysfunction in tumors; reports biological findings, not methods or tools."
10.64898/2026.04.28.721411,Rapid-PFP: Accelerating Prefix-Free Parsing with GPU Parallelism,"Ferro, E. A.; Pencinger, T.; Green, O.; Lotfollahi, M.; Boucher, C.",bioinformatics,2026-05-01,NOT_RELEVANT,HIGH,,,GPU-acceleration of pangenome indexing; not directly relevant to single-cell RNA-seq or single-cell omics methods.
10.64898/2026.05.01.722315,Regulation of midzone microtubule dynamics and abscission in human cells by CAMSAP2 and Kif2a,"Fermino do Rosario, C.; Walsh, E.; Stephens, A. D.; Wadsworth, P.",cell-biology,2026-05-06,NOT_RELEVANT,HIGH,,,Cell biology study of CAMSAP2 and Kif2a regulation during cytokinesis; no single-cell method or resource contribution.
10.64898/2026.04.29.721769,Resolving human neuronal herpesvirus reactivation via petabase-scale association studies,"Gutierrez, J. C.; Chen, Y.; Babaian, A.; Dhindsa, R. S.; Lareau, C. A.",genomics,2026-05-01,NOT_RELEVANT,HIGH,,,"Biological finding paper using existing single-cell methods to study HSV-1 reactivation in neurodegeneration, not a method or resource contribution."
10.64898/2026.05.02.722411,Reversing PROTAC-induced ASH2L degradation reactivates proliferation in senescent cells,"Muller, J.; Barsoum, M.; Bussmann, P.; Elsafi Mabrouk, M. H.; Sayadi, R.; Vllaho, A.-M.; Stenzel, A. T.; Vogt, L.; Kiessling, P.; Kuppe, C.; Luscher-Firzlaff, J.; Luscher, B.",cell-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Application paper reporting biological findings about senescence and KMT2 function, not a method or resource."
10.64898/2026.04.29.721790,Salvianolic acids are natural senolytics and increase lifespan in old age,"Sun, Y.; Zhang, H.; Jiang, Z.; Li, Q.; Zhang, G.; Kirkland, J.",cell-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Biological discovery paper reporting senolytic properties of salvianolic acids; no single-cell method, tool, or resource contribution."
10.1101/2025.03.13.642552,Scaling Precision Medicine: Singapore's PRECISE-SG100K Genomic Engine,"Bellis, C.; Kolle, G.; Yong, J.; Hebrard, M.; Lin, C.; Koh, J.; Cheng, P.; Sunmugam, S.; Heng, K. K.; Xie, Z.; Meah, W. Y.; Chen, X. Y.; Lim, E.; Alberts, R.; Lim, S.; Kuan, J. L.; Speirs, H.; Leong, S. H.; Wong, Y. L.; Ow, J. L.; Toro Jimenez, R.; Wong, E.; Tong, T.; Kerk, S. K.; Yao, J.; Chee, M. L.; PRECISE Genomic Engine Consortium,  ; Yeo, K. K.; Cheng, C.-Y.; Sim, X.; Zheng, W.; Khor, C. C.; Shih Wee, S.; Tai, E. S.; Chambers, J. C.; Bertin, N.; Tan, P.",genomics,2026-05-03,NOT_RELEVANT,HIGH,,,"Large-scale whole-genome sequencing cohort study; not a single-cell method, tool, or technology contribution."
10.64898/2026.04.29.721675,Scan Cluster: A versatile database-independent prediction tool for multi-genome identification of homologous gene clusters.,"Mogro, E. G.; Pagnutti, A. L.; Zapata, G.; Lozano, M. J.",bioinformatics,2026-05-01,NOT_RELEVANT,HIGH,,,"Tool for genome mining and biosynthetic gene cluster prediction, not for single-cell omics methods or analysis."
10.64898/2026.04.27.721065,Selective cross-TAD gene regulation by the Tcra enhancer during T cell development,"Hernandez-Munain, C.; Rodriguez-Caparros, A.; Sune, C.; Duarte-Ruiz, M.; Jimenez-Lozano, S.; Terron-Camero, L. C.; Lopez-Castellanos, L.; Andres-Leon, E.; Castro-Ruiz, V.; Lopez-Ros, J.; Moreno-Castillo, A.",genomics,2026-05-01,NOT_RELEVANT,HIGH,,,"Application paper reporting biological findings about T-cell development and chromatin topology, not introducing methods or resources."
10.64898/2026.02.19.706823,Sequence-dependent transferability of the LRLLR membrane translocation motif: A computational study of smacN and NR2B9c peptides.,"Munoz-Gacitua, D.; Blamey, J.",bioinformatics,2026-05-05,NOT_RELEVANT,HIGH,,,"Application paper using MD simulations to study peptide membrane translocation, not a single-cell omics method or tool."
10.64898/2026.04.30.721836,"Sex differences in the genetic basis of human recombination within 190,000 parent-child pairs","Krätschmer, I.; Hegemann, L.; Palsson, G.; Hofmeister, R.; Richmond, A.; Hayward, C.; Andreassen, O. A.; Jugessur, A.; Sonderby, I. E.; Askelund, A. D.; Team, E. B. R.; Kutalik, Z.; Marioni, R. E.; Hardarson, M. T.; Stefansson, O. A.; Jonsson, H.; Kharchenko, P.; Stefansson, K.; Halldorsson, B. V.; Havdahl, A.; Robinson, M. R.",genomics,2026-05-02,NOT_RELEVANT,HIGH,,,"Genome-wide association study of meiotic recombination using existing methods; biological finding, not a method or resource."
10.1101/2025.10.27.684890,Sex differences in thyroid aging and their implications in thyroid disorders: insights from gene regulatory networks,"Saha, E.",systems-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Biological findings paper using existing gene regulatory network methods (BONOBO, PANDA) to study thyroid disease, not introducing new methods or resources."
10.1101/2024.02.19.580950,Shared protocol to enrich and compare biochemical and biophysical properties of Extracellular Vesicles from human plasma and skeletal muscle biopsy,"Mangolini, V.; Radeghieri, A.; Piva, S.; Cattaneo, S.; Brucale, M.; Valle, F.; Balestri, A.; Montis, C.; Latronico, N.; Bergese, P.; Paolini, L.",cell-biology,2026-05-06,NOT_RELEVANT,HIGH,,,"Characterization study of extracellular vesicles using standard biophysical techniques; no novel method, tool, or resource for single-cell omics."
10.64898/2026.03.16.711854,Short repeats drive mitochondrial genome expansion and record hybridization in Camellia,"Zhang, F.; Gao, L.-Z.",genomics,2026-05-05,NOT_RELEVANT,HIGH,,,Botanical genomics paper studying mitochondrial evolution in Camellia; no single-cell methods or omics resources.
10.64898/2026.04.28.720150,Single nucleus transcriptome analysis of Arabidopsis thaliana roots infected with Phytophthora. capsici,"Alajoleen, R. M.; Chau, T. N.; Shuman, J.; Bargmann, B.; Li, S.",bioinformatics,2026-05-01,NOT_RELEVANT,HIGH,,,"Application paper reporting biological findings about plant-pathogen immunity using existing snRNA-seq methods, not a method or resource contribution."
10.64898/2026.04.28.721405,Single-cell transcriptional landscape of muscle-derived stem/progenitor cells reveals hallmarks of aging and rejuvenation,"Mukund, K.; Thompson, S. D.; Rugel, C. L.; Gebis, K. K.; Lieber, R. L.; Savas, J. N.; Subramaniam, S.; Lavasani, M.",cell-biology,2026-05-01,NOT_RELEVANT,HIGH,,,"Application paper using scRNA-seq to characterize muscle stem cells and aging biology, not a method or resource."
10.64898/2026.05.01.722200,Single-molecule variation in telomeric sequence and structure across humans,"Dubocanin, D.; Vollger, M. R.; Neph, S. J.; Del Rio Pisula, M.; Lucas, J. K.; Sedeno-Cortes, A. E.; Mallory, B. J.; Real, T. D.; Human Pangenome Reference Consortium,  ; Barthel, F. P.; Altemose, N.; Stergachis, A. B.",genomics,2026-05-05,NOT_RELEVANT,HIGH,,,Biological study of telomere variation and structure using long-read sequencing; not a single-cell method or resource.
10.64898/2026.04.28.721523,Skill-Augmented Frontier Agents Nearly Saturate BixBench-Verified-50,"Zhang, X.",bioinformatics,2026-05-01,NOT_RELEVANT,HIGH,,,"Benchmark of LLM agents on bioinformatics questions; evaluates existing tools, not a new method, tool, or resource for single-cell omics."
